Genre,RecordOrigin,RecordCreationDate,RecordIdentifier,Roll
Article in journal,u1lex97u,2020-01-02,1382163,okänd
Article in journal,u13h9uqy,2020-01-03,1382529,KTHB
Article in journal,u13h9uqy,2020-01-03,1382466,KTHB
Article in journal,u1o2txrh,2020-01-03,1382548,KTHB
Article in journal,u1o2txrh,2020-01-03,1382525,KTHB
Article in journal,u1o2txrh,2020-01-03,1382465,KTHB
Article in journal,u13h9uqy,2020-01-03,1382501,KTHB
Article in journal,u13h9uqy,2020-01-03,1382550,KTHB
Article in journal,u1o2txrh,2020-01-03,1382478,KTHB
Article in journal,u1o2txrh,2020-01-03,1382443,KTHB
Article (review/survey),u1o2txrh,2020-01-03,1382582,KTHB
Article in journal,u1o2txrh,2020-01-03,1382496,KTHB
Article in journal,u1o2txrh,2020-01-03,1382598,KTHB
Article in journal,u1o2txrh,2020-01-03,1382469,KTHB
Conference paper,u1ymswuh,2020-01-03,1382568,KTHB
Conference paper,u1ymswuh,2020-01-03,1382562,KTHB
Conference paper,u1ymswuh,2020-01-03,1382560,KTHB
Article in journal,u1o2txrh,2020-01-03,1382474,KTHB
Article in journal,u13h9uqy,2020-01-03,1382521,KTHB
Article in journal,u1o2txrh,2020-01-03,1382530,KTHB
Article in journal,u1o2txrh,2020-01-03,1382446,KTHB
Article in journal,u1o2txrh,2020-01-03,1382537,KTHB
Article in journal,u13h9uqy,2020-01-03,1382494,KTHB
Article in journal,u1o2txrh,2020-01-03,1382587,KTHB
Article in journal,u1o2txrh,2020-01-03,1382480,KTHB
Article in journal,u1o2txrh,2020-01-03,1382489,KTHB
Article in journal,u1o2txrh,2020-01-03,1382534,KTHB
Article (review/survey),u1o2txrh,2020-01-03,1382574,KTHB
Conference paper,u1w7tfrt,2020-01-03,1382493,okänd
Article in journal,u1o2txrh,2020-01-03,1382556,KTHB
Article in journal,u1o2txrh,2020-01-03,1382462,KTHB
Article in journal,u13h9uqy,2020-01-03,1382552,KTHB
Article in journal,u1wj24b7,2020-01-06,1382799,okänd
Conference paper,u1m5f45u,2020-01-06,1382842,okänd
Article in journal,u13h9uqy,2020-01-07,1382928,KTHB
Article in journal,u1coq1jm,2020-01-07,1383083,KTHB
Article (review/survey),u1coq1jm,2020-01-07,1382967,KTHB
Article in journal,u1bj7vj9,2020-01-07,1383354,okänd
Article in journal,u1o2txrh,2020-01-07,1383196,KTHB
Article in journal,u1coq1jm,2020-01-07,1383039,KTHB
Article in journal,u1coq1jm,2020-01-07,1382991,KTHB
Article in journal,u1coq1jm,2020-01-07,1383033,KTHB
Article in journal,u1coq1jm,2020-01-07,1383068,KTHB
Conference paper,u1opd8t3,2020-01-07,1383283,okänd
Article in journal,u1bj7vj9,2020-01-07,1383357,okänd
Article in journal,u1coq1jm,2020-01-07,1383019,KTHB
Conference paper,u1coq1jm,2020-01-07,1382952,KTHB
Conference paper,u1coq1jm,2020-01-07,1382959,KTHB
Article in journal,u1coq1jm,2020-01-07,1383060,KTHB
Article in journal,u1coq1jm,2020-01-07,1382930,KTHB
Article in journal,u1coq1jm,2020-01-07,1383074,KTHB
Article in journal,u1o2txrh,2020-01-07,1382951,KTHB
Article in journal,u1o2txrh,2020-01-07,1383072,KTHB
Article in journal,u1o2txrh,2020-01-07,1383176,KTHB
Article in journal,u1coq1jm,2020-01-07,1383056,KTHB
Article in journal,u1coq1jm,2020-01-07,1382923,KTHB
Conference paper,u12gst3y,2020-01-07,1383183,okänd
Article in journal,u1o2txrh,2020-01-07,1382938,KTHB
Article in journal,u1coq1jm,2020-01-07,1383089,KTHB
Article in journal,u1coq1jm,2020-01-07,1383065,KTHB
Article in journal,u1o2txrh,2020-01-07,1383061,KTHB
Article in journal,u1coq1jm,2020-01-07,1382978,KTHB
Article in journal,u1coq1jm,2020-01-07,1383057,KTHB
Conference paper,u1o2txrh,2020-01-07,1383087,KTHB
Article in journal,u1o2txrh,2020-01-07,1383162,KTHB
Article in journal,u1o2txrh,2020-01-07,1383139,KTHB
Article in journal,u1jzdpmf,2020-01-07,1382992,okänd
Article in journal,u1coq1jm,2020-01-08,1383605,KTHB
Article in journal,u1coq1jm,2020-01-08,1383587,KTHB
Article in journal,u1o2txrh,2020-01-08,1383548,KTHB
Conference paper,u1mmci4l,2020-01-08,1383505,okänd
Article in journal,u1o2txrh,2020-01-08,1383439,KTHB
Article in journal,u1o2txrh,2020-01-08,1383513,KTHB
Article in journal,u1o2txrh,2020-01-08,1383487,KTHB
Conference paper,u1rzn5ai,2020-01-08,1383685,okänd
Article in journal,u1coq1jm,2020-01-08,1383594,KTHB
Article in journal,u1coq1jm,2020-01-08,1383558,KTHB
Article in journal,u1coq1jm,2020-01-08,1383644,KTHB
Article in journal,u13h9uqy,2020-01-08,1383759,KTHB
Article in journal,u1coq1jm,2020-01-08,1383630,KTHB
Article in journal,u1coq1jm,2020-01-08,1383653,KTHB
Article (review/survey),u1coq1jm,2020-01-08,1383515,KTHB
Article in journal,u1coq1jm,2020-01-08,1383564,KTHB
Article in journal,u1coq1jm,2020-01-08,1383552,KTHB
Article in journal,u1o2txrh,2020-01-08,1383668,KTHB
Article in journal,u1coq1jm,2020-01-08,1383654,KTHB
Article in journal,u1o2txrh,2020-01-08,1383690,KTHB
Article in journal,u1coq1jm,2020-01-08,1383650,KTHB
Article in journal,u1o2txrh,2020-01-09,1384136,KTHB
Article in journal,u1o2txrh,2020-01-09,1383998,KTHB
Article in journal,u1o2txrh,2020-01-09,1383937,KTHB
Conference paper,u1quzqlb,2020-01-09,1383934,okänd
Article in journal,u13h9uqy,2020-01-09,1384326,KTHB
Article in journal,u1o2txrh,2020-01-09,1383976,KTHB
Article in journal,u13h9uqy,2020-01-09,1383972,KTHB
Article in journal,u1o2txrh,2020-01-09,1383984,KTHB
Article in journal,u1o2txrh,2020-01-09,1383962,KTHB
Article in journal,u1fcwvxl,2020-01-09,1384076,okänd
Conference paper,u1ld1zks,2020-01-09,1384066,okänd
Conference paper,u13h9uqy,2020-01-10,1384757,KTHB
Article in journal,u139ne4r,2020-01-10,1384526,okänd
Article in journal,u1o2txrh,2020-01-10,1384613,KTHB
Article in journal,u1o2txrh,2020-01-10,1384535,KTHB
Conference paper,u139ne4r,2020-01-10,1384530,okänd
Conference paper,u139ne4r,2020-01-10,1384533,okänd
Article in journal,u1b632la,2020-01-10,1384798,okänd
Article in journal,u1o2txrh,2020-01-13,1385158,KTHB
Conference paper,u1o2txrh,2020-01-13,1385052,KTHB
Article in journal,u1o2txrh,2020-01-13,1385138,KTHB
Article in journal,u1o2txrh,2020-01-13,1385151,KTHB
Article in journal,u1o2txrh,2020-01-13,1384951,KTHB
Article in journal,u1o2txrh,2020-01-13,1384964,KTHB
Article in journal,u17ghwvp,2020-01-13,1385175,okänd
Article in journal,u1o2txrh,2020-01-13,1384956,KTHB
Article in journal,u1o2txrh,2020-01-13,1385086,KTHB
Conference paper,u13h9uqy,2020-01-13,1385004,KTHB
Article in journal,u1o2txrh,2020-01-13,1385012,KTHB
Conference paper,u1o2txrh,2020-01-13,1385125,KTHB
Article in journal,u1o2txrh,2020-01-13,1385043,KTHB
Article in journal,u1o2txrh,2020-01-13,1385171,KTHB
Article in journal,u1o2txrh,2020-01-13,1385179,KTHB
Conference paper,u1lex97u,2020-01-14,1385423,okänd
Conference paper,u1o2txrh,2020-01-14,1385502,KTHB
Conference paper,u1bc9kv8,2020-01-14,1385570,okänd
Conference paper,u1o2txrh,2020-01-14,1385369,KTHB
Article in journal,u1o2txrh,2020-01-14,1385361,KTHB
Conference paper,u1o2txrh,2020-01-14,1385397,KTHB
Article in journal,u1o2txrh,2020-01-14,1385354,KTHB
Conference paper,u1o2txrh,2020-01-14,1385474,KTHB
Article in journal,u13h9uqy,2020-01-15,1385676,KTHB
Article in journal,u1tmhfv2,2020-01-15,1385648,okänd
Conference paper,u1i8jvxh,2020-01-15,1385771,KTHB
Article in journal,u13h9uqy,2020-01-15,1385650,KTHB
Conference paper,u13h9uqy,2020-01-15,1385653,KTHB
Article in journal,u13h9uqy,2020-01-15,1385660,KTHB
Article in journal,u1i8jvxh,2020-01-15,1385793,KTHB
Article in journal,u1i8jvxh,2020-01-15,1385790,KTHB
Article in journal,u1i8jvxh,2020-01-15,1385802,KTHB
Article in journal,u13h9uqy,2020-01-15,1385655,KTHB
Article in journal,u1i8jvxh,2020-01-15,1385786,KTHB
Article in journal,u18i5xsd,2020-01-15,1385859,okänd
Article in journal,u13h9uqy,2020-01-16,1385965,KTHB
Conference paper,u1o2txrh,2020-01-16,1386066,KTHB
Article in journal,u13h9uqy,2020-01-16,1385987,KTHB
Article in journal,u13h9uqy,2020-01-16,1385985,KTHB
Conference paper,u1o2txrh,2020-01-16,1386135,KTHB
Article in journal,u11pxyse,2020-01-16,1386192,okänd
Article in journal,u11pxyse,2020-01-16,1386184,okänd
Article in journal,u1f1o69n,2020-01-16,1386077,okänd
Article in journal,u1kn30sq,2020-01-16,1386068,okänd
Conference paper,u1o2txrh,2020-01-17,1386303,KTHB
Article in journal,u1o2txrh,2020-01-17,1386304,KTHB
Article in journal,u13h9uqy,2020-01-17,1386416,KTHB
Conference paper,u1o2txrh,2020-01-17,1386399,KTHB
Conference paper,u1o2txrh,2020-01-17,1386438,KTHB
Article in journal,u1o2txrh,2020-01-17,1386411,KTHB
Article in journal,u1o2txrh,2020-01-17,1386368,KTHB
Article in journal,u1o2txrh,2020-01-17,1386351,KTHB
Article in journal,u1o2txrh,2020-01-17,1386403,KTHB
Article in journal,u1o2txrh,2020-01-17,1386452,KTHB
Article in journal,u1yukyk9,2020-01-17,1386244,okänd
Article in journal,u1o2txrh,2020-01-17,1386306,KTHB
Article in journal,u1o2txrh,2020-01-17,1386295,KTHB
Article in journal,u1yukyk9,2020-01-17,1386243,okänd
Article in journal,u1o2txrh,2020-01-17,1386362,KTHB
Article in journal,u1o2txrh,2020-01-17,1386369,KTHB
Article in journal,u13h9uqy,2020-01-17,1386409,KTHB
Article in journal,u1o2txrh,2020-01-17,1386301,KTHB
Article in journal,u1o2txrh,2020-01-17,1386313,KTHB
Article in journal,u1o2txrh,2020-01-17,1386342,KTHB
Article in journal,u1o2txrh,2020-01-17,1386314,KTHB
Article in journal,u1o2txrh,2020-01-17,1386323,KTHB
Article (book review),u17nit4t,2020-01-17,1386328,okänd
Article in journal,u1rfng4u,2020-01-17,1386430,okänd
Article in journal,u1o2txrh,2020-01-17,1386339,KTHB
Article in journal,u1yvm08u,2020-01-19,1386735,okänd
Article in journal,u1ekv4ey,2020-01-20,1386977,okänd
Article in journal,u10g5e2e,2020-01-20,1386978,okänd
Article in journal,u1se2jvw,2020-01-20,1386784,okänd
Article in journal,u1ibhpuf,2020-01-20,1387213,okänd
Article in journal,u1o2txrh,2020-01-20,1387028,KTHB
Article in journal,u1g0p0ul,2020-01-20,1387147,okänd
Article in journal,u1o2txrh,2020-01-20,1386948,KTHB
Article in journal,u13h9uqy,2020-01-21,1387444,KTHB
Conference paper,u13h9uqy,2020-01-21,1387440,KTHB
Article in journal,u13h9uqy,2020-01-21,1387249,KTHB
Article in journal,u1o2txrh,2020-01-21,1387418,KTHB
Article in journal,u13h9uqy,2020-01-21,1387437,KTHB
Article in journal,u1zmb1bb,2020-01-21,1387331,okänd
Conference paper,u1o8e56x,2020-01-21,1387461,okänd
Article in journal,u1o2txrh,2020-01-21,1387422,KTHB
Article in journal,u1o2txrh,2020-01-22,1387538,KTHB
Article in journal,u13h9uqy,2020-01-22,1387778,KTHB
Article in journal,u16f0x93,2020-01-22,1387585,okänd
Conference paper,u1zss6cf,2020-01-22,1387699,okänd
Article in journal,u13h9uqy,2020-01-22,1387803,KTHB
Article in journal,u1o2txrh,2020-01-22,1387596,KTHB
Article in journal,u13h9uqy,2020-01-23,1387976,KTHB
Article in journal,u13h9uqy,2020-01-23,1387973,KTHB
Article in journal,u13h9uqy,2020-01-23,1387969,KTHB
Article in journal,u167dmzs,2020-01-23,1388249,okänd
Article in journal,u13h9uqy,2020-01-23,1387992,KTHB
Article in journal,u167dmzs,2020-01-23,1388255,okänd
Article in journal,u13h9uqy,2020-01-23,1387965,KTHB
Article in journal,u167dmzs,2020-01-23,1388245,okänd
Article in journal,u1b3o887,2020-01-23,1388177,okänd
Article in journal,u13h9uqy,2020-01-23,1387998,KTHB
Article in journal,u1sfkqay,2020-01-23,1388062,okänd
Conference paper,u1bwrii7,2020-01-23,1388075,okänd
Conference paper,u1o2txrh,2020-01-24,1388368,KTHB
Conference paper,u1o2txrh,2020-01-24,1388358,KTHB
Conference paper,u1o2txrh,2020-01-24,1388340,KTHB
Article in journal,u1tdu0c3,2020-01-27,1388659,okänd
Conference paper,u11bbkbx,2020-01-27,1388795,okänd
Conference paper,u1ppug9t,2020-01-27,1388828,okänd
Article in journal,u1vidb72,2020-01-27,1388848,okänd
Article in journal,u1271chh,2020-01-28,1389100,okänd
Article in journal,u13h9uqy,2020-01-29,1389380,KTHB
Article in journal,u13h9uqy,2020-01-29,1389388,KTHB
Conference paper,u1ei3hdg,2020-01-29,1389352,okänd
Article in journal,u1ibhpuf,2020-01-29,1389140,okänd
Article in journal,u1nthcwp,2020-01-29,1389420,okänd
Article in journal,u1fr0htl,2020-01-29,1389146,okänd
Chapter in book,u1rfng4u,2020-01-29,1389408,okänd
Article in journal,u13h9uqy,2020-01-30,1389895,KTHB
Article in journal,u13h9uqy,2020-01-30,1389897,KTHB
Article in journal,u13h9uqy,2020-01-30,1389900,KTHB
Article in journal,u13h9uqy,2020-01-31,1390392,KTHB
Article in journal,u1i8jvxh,2020-01-31,1390408,KTHB
Article in journal,u1i8jvxh,2020-01-31,1390404,KTHB
Article in journal,u1i8jvxh,2020-01-31,1390399,KTHB
Article in journal,u1i8jvxh,2020-01-31,1390406,KTHB
Article in journal,u1i8jvxh,2020-01-31,1390407,KTHB
Article in journal,u13h9uqy,2020-01-31,1390394,KTHB
Article in journal,u1cikbzo,2020-01-31,1390043,okänd
Article in journal,u1cikbzo,2020-01-31,1390045,okänd
Article in journal,u1rk5h0q,2020-01-31,1390431,okänd
Article in journal,u11gccxt,2020-01-31,1390357,okänd
Article in journal,u1rk5h0q,2020-01-31,1390430,okänd
Article in journal,u13h9uqy,2020-01-31,1390390,KTHB
Article in journal,u1i8jvxh,2020-02-03,1391054,KTHB
Article in journal,u13h9uqy,2020-02-03,1391023,KTHB
Article (review/survey),u1i8jvxh,2020-02-03,1391047,KTHB
Conference paper,u1dlvhqb,2020-02-03,1391184,okänd
Article in journal,u1i8jvxh,2020-02-03,1391079,KTHB
Article (review/survey),u1i8jvxh,2020-02-03,1391052,KTHB
Article (review/survey),u1i8jvxh,2020-02-03,1391002,KTHB
Article in journal,u13h9uqy,2020-02-03,1390974,KTHB
Article in journal,u1i8jvxh,2020-02-03,1391050,KTHB
Article in journal,u1i8jvxh,2020-02-03,1391021,KTHB
Article (review/survey),u1vidb72,2020-02-03,1390741,okänd
Article in journal,u1rxyxpn,2020-02-03,1390724,okänd
Article in journal,u13h9uqy,2020-02-03,1391011,KTHB
Article in journal,u13h9uqy,2020-02-03,1390970,KTHB
Article in journal,u1i8jvxh,2020-02-03,1391043,KTHB
Conference paper,u1xfckmj,2020-02-03,1390973,okänd
Conference paper,u1j8bu3c,2020-02-04,1391474,okänd
Article in journal,u1coq1jm,2020-02-04,1391205,KTHB
Conference paper,u1i8jvxh,2020-02-04,1391461,KTHB
Article in journal,u1coq1jm,2020-02-04,1391221,KTHB
Article in journal,u1coq1jm,2020-02-04,1391208,KTHB
Article in journal,u1coq1jm,2020-02-04,1391323,KTHB
Article in journal,u1coq1jm,2020-02-04,1391218,KTHB
Article in journal,u1coq1jm,2020-02-04,1391213,KTHB
Article in journal,u1coq1jm,2020-02-04,1391330,KTHB
Article in journal,u1i8jvxh,2020-02-04,1391458,KTHB
Article in journal,u1coq1jm,2020-02-04,1391224,KTHB
Article in journal,u1coq1jm,2020-02-04,1391227,KTHB
Article in journal,u1coq1jm,2020-02-04,1391211,KTHB
Article in journal,u1coq1jm,2020-02-04,1391234,KTHB
Conference paper,u17k5wab,2020-02-04,1391406,okänd
Conference paper,u1l4b70y,2020-02-04,1391448,okänd
Conference paper,u1x80lng,2020-02-04,1391379,okänd
Article in journal,u1i8jvxh,2020-02-04,1391454,KTHB
Article in journal,u1coq1jm,2020-02-04,1391220,KTHB
Conference paper,u1yu46no,2020-02-04,1391443,okänd
Conference paper,u14b22y5,2020-02-04,1391441,okänd
Article in journal,u1coq1jm,2020-02-04,1391247,KTHB
Article in journal,u1coq1jm,2020-02-04,1391215,KTHB
Article in journal,u1coq1jm,2020-02-04,1391228,KTHB
Article in journal,u1coq1jm,2020-02-04,1391210,KTHB
Article in journal,u1coq1jm,2020-02-04,1391229,KTHB
Conference paper,u1j8bu3c,2020-02-04,1391479,okänd
Article in journal,u1coq1jm,2020-02-04,1391233,KTHB
Conference paper,u1coq1jm,2020-02-04,1391206,KTHB
Article (review/survey),u1coq1jm,2020-02-04,1391334,KTHB
Article in journal,u1coq1jm,2020-02-04,1391345,KTHB
Article in journal,u15jwarg,2020-02-04,1391284,okänd
Conference paper,u1j8bu3c,2020-02-04,1391493,okänd
Article in journal,u1i8jvxh,2020-02-04,1391450,KTHB
Article in journal,u1coq1jm,2020-02-04,1391358,KTHB
Conference paper,u1j8bu3c,2020-02-04,1391492,okänd
Conference paper,u1j8bu3c,2020-02-04,1391495,okänd
Article in journal,u1coq1jm,2020-02-04,1391332,KTHB
Article in journal,u1rmn2l7,2020-02-04,1391464,okänd
Article in journal,u1dc4g2x,2020-02-04,1391451,okänd
Article in journal,u1coq1jm,2020-02-04,1391347,KTHB
Article in journal,u1wrow16,2020-02-04,1391252,okänd
Article in journal,u1i8jvxh,2020-02-05,1391626,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391690,KTHB
Conference paper,u1sajjx0,2020-02-05,1391629,okänd
Article in journal,u1i8jvxh,2020-02-05,1391677,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391735,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391676,KTHB
Conference paper,u1i8jvxh,2020-02-05,1391692,KTHB
Article in journal,u15w0he7,2020-02-05,1391567,okänd
Article in journal,u1i8jvxh,2020-02-05,1391695,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391767,KTHB
Conference paper,u1i8jvxh,2020-02-05,1391795,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391681,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391723,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391790,KTHB
Article in journal,u1coq1jm,2020-02-05,1391565,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391741,KTHB
Article in journal,u1i8jvxh,2020-02-05,1391747,KTHB
Article in journal,u15w0he7,2020-02-05,1391569,okänd
Article in journal,u1coq1jm,2020-02-05,1391571,KTHB
Article in journal,u1rzsq99,2020-02-05,1391614,okänd
Article in journal,u1coq1jm,2020-02-05,1391613,KTHB
Article in journal,u1coq1jm,2020-02-05,1391631,KTHB
Article in journal,u1coq1jm,2020-02-05,1391640,KTHB
Article in journal,u1x0nuwf,2020-02-05,1391794,okänd
Conference paper,u1qzuerp,2020-02-06,1392029,okänd
Article in journal,u13hf2ip,2020-02-06,1392100,okänd
Conference paper,u1nczl6f,2020-02-06,1392265,okänd
Article in journal,u1jhig98,2020-02-06,1392208,okänd
Article in journal,u1jhig98,2020-02-06,1392218,okänd
Conference paper,u125khnn,2020-02-07,1392580,okänd
Article in journal,u17mjbwi,2020-02-07,1392364,okänd
Conference paper,u125khnn,2020-02-07,1392581,okänd
Article in journal,u125khnn,2020-02-07,1392579,okänd
Article in journal,u13h9uqy,2020-02-07,1392472,KTHB
Article in journal,u17mjbwi,2020-02-07,1392363,okänd
Article in journal,u17mjbwi,2020-02-07,1392362,okänd
Article in journal,u13h9uqy,2020-02-07,1392439,KTHB
Article in journal,u1md932d,2020-02-10,1392829,okänd
Article in journal,u1q1xlr6,2020-02-10,1392816,okänd
Article in journal,u1evjc65,2020-02-10,1392761,okänd
Chapter in book,u1ht8xqq,2020-02-13,1392833,okänd
Article in journal,u13h9uqy,2020-02-14,1393167,KTHB
Article in journal,u1o2txrh,2020-02-14,1392994,KTHB
Conference paper,u1dwveyt,2020-02-14,1393290,okänd
Article in journal,u13h9uqy,2020-02-14,1393209,KTHB
Article in journal,u13h9uqy,2020-02-14,1393229,KTHB
Article in journal,u13h9uqy,2020-02-14,1393177,KTHB
Article in journal,u13h9uqy,2020-02-14,1393214,KTHB
Conference paper,u14ulz3k,2020-02-14,1393120,okänd
Article in journal,u1o2txrh,2020-02-14,1392985,KTHB
Conference paper,u1opd8t3,2020-02-14,1393054,okänd
Article in journal,u1evjc65,2020-02-14,1393004,okänd
Article in journal,u13h9uqy,2020-02-14,1393220,KTHB
Article in journal,u13h9uqy,2020-02-14,1393204,KTHB
Article in journal,u13h9uqy,2020-02-14,1393266,KTHB
Article in journal,u10w0q9r,2020-02-16,1393376,okänd
Article in journal,u13yq2s5,2020-02-17,1393829,KTHB
Article in journal,u1o2txrh,2020-02-17,1393622,KTHB
Conference paper,u1ei3hdg,2020-02-17,1393536,okänd
Article in journal,u13h9uqy,2020-02-17,1393865,KTHB
Conference paper,u1cckm7p,2020-02-17,1393848,okänd
Article (review/survey),u1o2txrh,2020-02-17,1393855,KTHB
Conference paper,u1o2txrh,2020-02-17,1393542,KTHB
Article in journal,u13yq2s5,2020-02-17,1393648,KTHB
Conference paper,u13h9uqy,2020-02-17,1393882,KTHB
Conference paper,u1o2txrh,2020-02-17,1393516,KTHB
Article in journal,u13yq2s5,2020-02-17,1393647,KTHB
Article in journal,u1scumvp,2020-02-17,1393541,okänd
Article in journal,u1o2txrh,2020-02-17,1393755,KTHB
Article in journal,u1o2txrh,2020-02-17,1393507,KTHB
Article in journal,u13yq2s5,2020-02-17,1393847,KTHB
Article in journal,u1bc9kv8,2020-02-17,1393602,okänd
Conference paper,u1cj22n0,2020-02-17,1393992,okänd
Article in journal,u1coq1jm,2020-02-17,1393462,KTHB
Article in journal,u1coq1jm,2020-02-17,1393467,KTHB
Article in journal,u1coq1jm,2020-02-17,1393513,KTHB
Article in journal,u13yq2s5,2020-02-17,1393884,KTHB
Article in journal,u1a596wi,2020-02-17,1393654,okänd
Article in journal,u1coq1jm,2020-02-17,1393517,KTHB
Article in journal,u1coq1jm,2020-02-17,1393471,KTHB
Article in journal,u13yq2s5,2020-02-17,1393833,KTHB
Article in journal,u1coq1jm,2020-02-17,1393460,KTHB
Article in journal,u1cckm7p,2020-02-17,1393840,okänd
Article in journal,u13yq2s5,2020-02-17,1393842,KTHB
Article in journal,u1coq1jm,2020-02-17,1393492,KTHB
Article in journal,u1coq1jm,2020-02-17,1393494,KTHB
Article in journal,u1coq1jm,2020-02-17,1393474,KTHB
Article in journal,u1coq1jm,2020-02-17,1393508,KTHB
Article in journal,u1coq1jm,2020-02-17,1393484,KTHB
Article in journal,u1coq1jm,2020-02-17,1393497,KTHB
Article in journal,u1coq1jm,2020-02-17,1393453,KTHB
Article in journal,u13yq2s5,2020-02-17,1393887,KTHB
Article in journal,u1coq1jm,2020-02-17,1393457,KTHB
Article in journal,u1coq1jm,2020-02-17,1393459,KTHB
Article in journal,u1coq1jm,2020-02-17,1393511,KTHB
Article in journal,u13yq2s5,2020-02-17,1393902,KTHB
Article in journal,u1o2txrh,2020-02-18,1394073,KTHB
